input:a:0,output:b:0
69.19666594627417,138.39333189254833
45.71922448065667,91.43844896131334
8.724593490626365,17.44918698125273
66.59849155474427,133.19698310948854
57.227929885112026,114.45585977022405
88.0846509790392,176.1693019580784
69.85217353697522,139.70434707395043
52.27953613121999,104.55907226243998
19.025846317757058,38.051692635514115
58.23967213917766,116.47934427835531
38.37858127487558,76.75716254975116
60.34346518119644,120.68693036239289
77.86357600403036,155.72715200806073
32.427009854701275,64.85401970940255
8.904836655555936,17.809673311111872
71.80192012229176,143.60384024458352
24.60094578212708,49.20189156425416
99.82561138704015,199.6512227740803
46.29807195667694,92.59614391335388
6.372718298120638,12.745436596241277
69.3916511583389,138.7833023166778
41.93528661662154,83.87057323324308
84.05480120253497,168.10960240506995
91.05208811327961,182.10417622655922
69.8824737131335,139.764947426267
49.33193371762844,98.66386743525688
43.87154869188801,87.74309738377602
96.15846186004971,192.31692372009942
9.069736007256445,18.13947201451289
74.52616286825582,149.05232573651165
91.95505085253136,183.91010170506271
13.130492813234895,26.26098562646979
23.575576460130023,47.151152920260046
8.377637582815357,16.755275165630714
67.3842287080208,134.7684574160416
80.69119321544605,161.3823864308921
83.04551839810712,166.09103679621424
25.165072033902536,50.33014406780507
14.467451536486486,28.934903072972972
38.938286288465086,77.87657257693017
95.7726813392184,191.5453626784368
28.960582755884555,57.92116551176911
98.49763324483914,196.99526648967827
73.70376463497908,147.40752926995816
24.64266587076405,49.2853317415281
10.455990738265008,20.911981476530016
98.29913016685033,196.59826033370067
73.03363105258954,146.06726210517908
98.63966501598345,197.2793300319669
9.64852633071579,19.29705266143158
77.74747623451434,155.49495246902868
29.092985168704754,58.18597033740951
76.53643553211491,153.07287106422982
41.76750377402063,83.53500754804126
19.44655564838744,38.89311129677488
45.68278442711908,91.36556885423816
83.53418118928903,167.06836237857806
69.04904307573078,138.09808615146156
40.43265171057262,80.86530342114524
21.768516727365018,43.537033454730036
88.09602981789868,176.19205963579736
61.330874093574664,122.66174818714933
41.012840153220985,82.02568030644197
94.24539603960318,188.49079207920636
85.92271331223651,171.84542662447302
82.31289444908154,164.62578889816308
62.12553084811078,124.25106169622156
77.24567588048582,154.49135176097164
86.1121449797509,172.2242899595018
83.93515586259056,167.87031172518112
37.982242157442755,75.96448431488551
98.85514767366719,197.71029534733438
34.953377849451215,69.90675569890243
65.45587890015105,130.9117578003021
3.8938905563762782,7.7877811127525565
16.24384244073791,32.48768488147582
2.750566128877663,5.501132257755326
10.905700262345086,21.81140052469017
36.484538518518775,72.96907703703755
30.20892875413843,60.41785750827686
6.917566325083369,13.835132650166738
97.89321229267317,195.78642458534634
97.57445915458635,195.1489183091727
84.56165079660369,169.12330159320737
89.57605471623538,179.15210943247075
79.69320243563062,159.38640487126125
93.43937861445878,186.87875722891755
7.959247008919556,15.918494017839112
55.96594791234403,111.93189582468806
39.7424928829766,79.4849857659532
20.703016006985898,41.406032013971796
38.44924779308102,76.89849558616204
32.96455735967534,65.92911471935068
68.34617159098494,136.69234318196987
47.78656716069046,95.57313432138092
79.21746323714228,158.43492647428457
22.263100288468973,44.526200576937946
96.80953111534392,193.61906223068783
43.93985673157281,87.87971346314562
18.53021852699722,37.06043705399444
31.066255450732772,62.132510901465544
75.43176456521876,150.8635291304375
56.95021538942382,113.90043077884764
98.99713710434487,197.99427420868975
88.96480932969183,177.92961865938366
92.79327966549502,185.58655933099004
84.93079628601035,169.8615925720207
99.51074021769656,199.02148043539313
59.92385931964807,119.84771863929615
26.08547184579161,52.17094369158322
4.70124159632711,9.40248319265422
78.70416298641217,157.40832597282434
46.462214115644116,92.92442823128823
41.18838699373447,82.37677398746894
68.3850995099992,136.7701990199984
55.942821641376206,111.88564328275241
92.50925727546033,185.01851455092066
5.55849879371153,11.11699758742306
32.504362583882354,65.00872516776471
63.695403712769064,127.39080742553813
60.480794248309955,120.96158849661991
63.05842162672475,126.1168432534495
11.006426609287722,22.012853218575444
13.244225987649738,26.488451975299476
59.60914642211701,119.21829284423401
9.285486807346832,18.570973614693663
15.55126121335183,31.10252242670366
86.43487642372601,172.86975284745202
10.398443067269291,20.796886134538582
84.01108988722756,168.0221797744551
79.98196052201372,159.96392104402744
75.44593534693867,150.89187069387734
94.44391364789372,188.88782729578745
58.14879262885746,116.29758525771491
1.6766006525903765,3.353201305180753
75.57740672184315,151.1548134436863
74.16605228632613,148.33210457265227
18.708076787112336,37.41615357422467
70.70937026885336,141.41874053770673
20.395063005949776,40.79012601189955
38.65088017414179,77.30176034828358
57.70082537361958,115.40165074723916
61.84995965256409,123.69991930512818
77.86355594770873,155.72711189541747
8.46982057296416,16.93964114592832
77.56912438762355,155.1382487752471
17.46042511902108,34.92085023804216
14.738048909154887,29.476097818309775
42.16725768960734,84.33451537921468
90.91396260264409,181.82792520528818
60.345104285152175,120.69020857030435
36.004205734698516,72.00841146939703
66.92489271693266,133.84978543386532
0.10183040114450925,0.2036608022890185
71.64002088692348,143.28004177384696
60.87971644463778,121.75943288927556
57.63589821176114,115.27179642352228
