input:a:0,output:b:0
91.30846230438526,182.61692460877052
46.04527065564684,92.09054131129368
87.90291446867037,175.80582893734075
47.55469292846759,95.10938585693518
31.841044785881966,63.68208957176393
25.44270813586297,50.88541627172594
41.47615021757151,82.95230043514302
69.16453089571615,138.3290617914323
56.33406929942449,112.66813859884898
34.93948522943858,69.87897045887716
55.653123670232,111.306247340464
36.88957836723776,73.77915673447552
33.11182996254022,66.22365992508044
96.53661787108318,193.07323574216636
17.193989607987714,34.38797921597543
7.595130744963363,15.190261489926726
3.0670425004099777,6.1340850008199554
46.14951599950653,92.29903199901305
63.00841182887195,126.0168236577439
97.67599593290925,195.3519918658185
64.38813643638656,128.77627287277312
82.91092392002668,165.82184784005335
83.54534118908502,167.09068237817004
95.24929940810965,190.4985988162193
69.3147636892423,138.6295273784846
59.791607320417604,119.58321464083521
44.982331899988395,89.96466379997679
63.22579677070449,126.45159354140898
28.336256143798167,56.672512287596334
85.80573581060551,171.61147162121102
79.07183494351221,158.14366988702443
84.69390174289812,169.38780348579624
5.049117070874343,10.098234141748685
53.35513674743307,106.71027349486614
96.12966854694722,192.25933709389443
60.79800458544155,121.5960091708831
7.064903528947908,14.129807057895816
27.286384496165372,54.572768992330744
38.19896197982662,76.39792395965324
15.97351368169696,31.94702736339392
54.2476726397002,108.4953452794004
79.0313223863596,158.0626447727192
48.99987950448208,97.99975900896416
33.91900030476721,67.83800060953442
3.2132576502434285,6.426515300486857
85.85762956013716,171.7152591202743
61.88579569911214,123.77159139822427
53.451546856290534,106.90309371258107
26.38600469722284,52.77200939444568
62.84308328678355,125.6861665735671
83.15519794266744,166.31039588533488
30.12014346633557,60.24028693267114
40.48439660518791,80.96879321037582
16.563557562401755,33.12711512480351
43.147635965721534,86.29527193144307
54.975522580502314,109.95104516100463
83.20246696207869,166.40493392415738
87.32930391188066,174.65860782376132
35.096099341106616,70.19219868221323
76.41437293567058,152.82874587134117
12.608674654182028,25.217349308364057
11.02596487650982,22.05192975301964
52.598003503350185,105.19600700670037
90.28184234117019,180.56368468234038
53.554192734373586,107.10838546874717
76.95292960099488,153.90585920198976
80.29733820012547,160.59467640025093
28.22427646847624,56.44855293695248
89.95127072428934,179.9025414485787
42.707814523882405,85.41562904776481
81.63554105585605,163.2710821117121
