input:a:0,output:b:0
26.4438367660643,52.8876735321286
15.979980197332289,31.959960394664577
74.91832409462113,149.83664818924225
64.70279581162143,129.40559162324286
7.516591255856319,15.033182511712639
95.6739914047897,191.3479828095794
62.46776128901569,124.93552257803138
21.995019384321512,43.990038768643025
16.72810091677912,33.45620183355824
65.62311589693527,131.24623179387055
65.84149462289646,131.68298924579292
91.22727129149578,182.45454258299156
44.84130045459289,89.68260090918578
19.404558810680996,38.80911762136199
68.87747046116829,137.75494092233657
45.30957466309549,90.61914932619098
9.832431647307027,19.664863294614054
36.487242425712,72.974484851424
40.16784799150959,80.33569598301918
94.94112591649474,189.88225183298948
18.775859082429726,37.55171816485945
30.64542881893719,61.29085763787438
51.583589112373616,103.16717822474723
10.603149015145984,21.20629803029197
64.21407597690123,128.42815195380246
87.36020349347204,174.72040698694408
24.889679150342538,49.779358300685075
76.84046119585935,153.6809223917187
50.87545821473658,101.75091642947316
56.00728770016078,112.01457540032156
3.8938371035412422,7.7876742070824845
31.33323379797136,62.66646759594272
9.45442694581875,18.9088538916375
2.087956332830554,4.175912665661108
32.297281197161155,64.59456239432231
12.668205029575663,25.336410059151326
22.50014513020663,45.00029026041326
11.136686052913836,22.273372105827672
88.14506386522226,176.2901277304445
45.532614788554646,91.06522957710929
90.15274123258784,180.3054824651757
65.2172621580807,130.4345243161614
57.363951389338155,114.72790277867631
96.547471781069,193.094943562138
11.879672270195119,23.759344540390238
36.47727515929293,72.95455031858586
14.097253109883878,28.194506219767757
88.69589676885818,177.39179353771635
66.09826661601795,132.1965332320359
66.73502305851746,133.4700461170349
75.44838291070074,150.8967658214015
86.097228537575,172.19445707515
83.73729559919025,167.4745911983805
87.52013392811297,175.04026785622594
81.80580512404467,163.61161024808933
34.1028383275115,68.205676655023
22.81658496463226,45.63316992926452
66.64630813803001,133.29261627606002
69.17557215805536,138.35114431611072
10.716196254020627,21.432392508041254
76.33655819779878,152.67311639559756
32.7842268928667,65.5684537857334
84.498554700733,168.997109401466
16.170276445929176,32.34055289185835
69.40479784930253,138.80959569860505
74.6354359599735,149.270871919947
51.946649191012426,103.89329838202485
55.871141904243714,111.74228380848743
37.097604082618304,74.19520816523661
41.91675976323547,83.83351952647094
