input:a:0,output:b:0
32.720341090606766,65.44068218121353
25.112935425815174,50.22587085163035
13.147835537092522,26.295671074185044
58.929419020948295,117.85883804189659
9.414566269439128,18.829132538878255
13.46443676586172,26.92887353172344
82.56711700911137,165.13423401822274
72.31890188608872,144.63780377217745
28.67223911773371,57.34447823546742
18.00631541496004,36.01263082992008
79.29487852242632,158.58975704485263
99.65458133780396,199.30916267560792
90.12129673459378,180.24259346918757
6.8145723829353795,13.629144765870759
90.44735789255354,180.89471578510708
30.384910923088114,60.76982184617623
91.69713845795778,183.39427691591555
16.930238287901933,33.860476575803865
25.362873792766617,50.725747585533234
11.426803848309975,22.85360769661995
10.613942138502686,21.227884277005373
85.34237248518662,170.68474497037323
38.058097414643136,76.11619482928627
7.951217497494268,15.902434994988536
47.783890743728065,95.56778148745613
96.84533612305707,193.69067224611413
60.437004602156286,120.87400920431257
19.14746186424128,38.29492372848256
51.581725799349734,103.16345159869947
54.160209252932965,108.32041850586593
3.0357958398213314,6.071591679642663
0.03741662986812555,0.0748332597362511
45.18005803371001,90.36011606742002
89.98236850642257,179.96473701284515
22.971543294773944,45.94308658954789
68.22514741965098,136.45029483930196
82.07062277566133,164.14124555132267
27.028323983877378,54.056647967754756
16.15462860072302,32.30925720144604
41.82017389220775,83.6403477844155
76.72970083654072,153.45940167308143
52.600492963937654,105.20098592787531
10.832355961290885,21.66471192258177
49.914746762767884,99.82949352553577
80.09087420255541,160.18174840511082
39.072970091302174,78.14594018260435
88.28933366547369,176.57866733094738
21.587993783700032,43.175987567400064
67.95252308154717,135.90504616309434
32.51933087100816,65.03866174201632
0.2615442243983357,0.5230884487966714
23.099378132333914,46.19875626466783
26.077810578381754,52.15562115676351
8.731117262026745,17.46223452405349
60.937674359530135,121.87534871906027
49.757696573799905,99.51539314759981
80.20941249080568,160.41882498161135
99.4780137234013,198.9560274468026
49.76753393314047,99.53506786628094
90.32985506922967,180.65971013845933
36.1199381755534,72.2398763511068
10.780151257005565,21.56030251401113
22.73763375541681,45.47526751083362
4.716896006487447,9.433792012974894
99.56550575980489,199.13101151960979
89.55016167660355,179.1003233532071
53.02447589295186,106.04895178590372
61.31283359081308,122.62566718162616
13.091170196448854,26.182340392897707
98.80340271740805,197.6068054348161
77.79041492655598,155.58082985311196
72.83789219445379,145.67578438890757
97.04378080892107,194.08756161784214
2.6664903015404917,5.332980603080983
40.6923964693512,81.3847929387024
91.21615226266725,182.4323045253345
57.77717999172949,115.55435998345898
39.22226474756986,78.44452949513972
3.6701538136590606,7.340307627318121
56.452881479869,112.905762959738
30.93025637674852,61.86051275349704
56.050673013841134,112.10134602768227
12.404420845780194,24.80884169156039
59.90755303486846,119.81510606973691
8.366468093144974,16.732936186289947
73.37230069193917,146.74460138387835
11.523669995664786,23.047339991329572
63.302073130482626,126.60414626096525
41.13933778882751,82.27867557765502
46.31696042893986,92.63392085787972
96.28396072588417,192.56792145176834
41.816118185928644,83.63223637185729
66.7667447792964,133.5334895585928
70.99589252769594,141.9917850553919
76.62243624864674,153.24487249729347
39.492493760073174,78.98498752014635
45.576672497938596,91.15334499587719
17.98577995955486,35.97155991910972
26.6760707048448,53.3521414096896
97.70089614843815,195.4017922968763
70.93020117015904,141.86040234031807
85.64309444055623,171.28618888111245
16.64828409726633,33.29656819453266
16.796206201748287,33.592412403496574
37.634080377790134,75.26816075558027
99.04994090086487,198.09988180172974
8.7946049271721,17.5892098543442
41.71851479285061,83.43702958570123
95.72338539009301,191.44677078018603
12.99675325403471,25.99350650806942
92.64171251032477,185.28342502064953
30.041139872312648,60.082279744625296
51.07537892222496,102.15075784444991
92.39916056399596,184.79832112799193
35.81887005507637,71.63774011015273
81.05877646267173,162.11755292534346
